Farm_ID,Crop_Type,Farm_Area(acres),Irrigation_Type,Fertilizer_Used(tons),Pesticide_Used(kg),Yield(tons),Soil_Type,Season,Water_Usage(cubic meters)
F311,Maize,214.67,Rain-fed,3.13,2.38,1608.76,Loamy,Zaid,44445.28
F312,Rice,267.43,Rain-fed,4.06,3.99,1802.02,Clay,Rabi,43076.68
F313,Carrot,66.2,Drip,2.5,1.28,1125.46,Loamy,Kharif,26966.35
F314,Soybean,495.94,Flood,23.16,4.32,4228.82,Clay,Kharif,136121.63
F315,Sugarcane,158.21,Manual,6.17,1.37,3033.28,Silty,Zaid,27025.48
F316,Soybean,321.14,Flood,4.17,2.5,3475.2,Clay,Zaid,129594.56
F317,Maize,294.81,Flood,7.7,4.68,3777.26,Loamy,Zaid,137399.6
F318,Potato,394.7,Rain-fed,3.99,4.06,7848.95,Sandy,Zaid,186812.94
F319,Potato,153.98,Flood,4.69,3.05,2696.93,Loamy,Rabi,52127.42
F320,Rice,380.4,Flood,6.74,5.98,3595.5,Peaty,Rabi,111023.48
F321,Sugarcane,197.43,Manual,8.83,2.08,3733.56,Peaty,Zaid,30945.84
F322,Tomato,211.47,Rain-fed,3.0,1.53,4416.31,Peaty,Kharif,88207.03
F323,Rice,339.63,Flood,3.42,4.71,4446.22,Peaty,Zaid,162386.63
F324,Soybean,394.3,Sprinkler,11.06,3.72,4763.85,Silty,Kharif,179715.71
F325,Rice,336.76,Drip,5.46,6.26,3905.88,Sandy,Kharif,134946.1
F326,Soybean,450.94,Manual,17.82,5.24,2222.17,Sandy,Kharif,45918.21
F327,Wheat,149.73,Flood,7.01,1.41,1297.87,Loamy,Rabi,39393.47
F328,Potato,451.3,Sprinkler,5.27,6.24,7161.1,Clay,Kharif,119272.7
F329,Wheat,74.12,Flood,1.91,0.52,918.41,Loamy,Kharif,33929.66
F330,Carrot,333.17,Flood,16.62,4.47,3812.77,Loamy,Rabi,42066.12
F331,Sugarcane,278.34,Rain-fed,10.94,1.63,6133.68,Loamy,Kharif,86977.89
F332,Tomato,252.37,Rain-fed,12.15,3.56,4018.21,Loamy,Kharif,38979.74
F333,Soybean,162.35,Rain-fed,2.69,2.1,1617.3,Sandy,Zaid,59243.23
F334,Tomato,256.83,Sprinkler,4.84,3.29,5388.39,Clay,Kharif,107072.59
F335,Soybean,89.27,Flood,1.45,1.36,889.96,Loamy,Kharif,31849.7
F336,Maize,190.97,Drip,4.22,1.08,2258.46,Sandy,Kharif,79792.63
F337,Rice,58.35,Manual,2.27,0.69,621.24,Loamy,Kharif,20015.22
F338,Carrot,290.2,Rain-fed,4.82,3.38,3501.76,Peaty,Kharif,51057.37
F339,Potato,56.93,Rain-fed,1.76,0.68,897.92,Loamy,Rabi,14406.07
F340,Soybean,88.57,Flood,1.84,1.74,1108.17,Loamy,Kharif,42756.41
F341,Tomato,51.88,Flood,2.24,0.37,890.21,Silty,Kharif,11167.93
F342,Carrot,196.84,Sprinkler,2.02,3.02,2184.74,Peaty,Rabi,24633.81
F343,Barley,422.56,Sprinkler,8.0,4.66,3269.32,Clay,Rabi,107301.41
F344,Barley,454.38,Rain-fed,15.54,5.76,3478.78,Loamy,Kharif,112014.86
F345,Wheat,45.23,Flood,0.63,0.74,398.63,Clay,Kharif,13030.63
F346,Potato,320.93,Drip,9.2,2.36,5539.1,Peaty,Kharif,104020.13
F347,Maize,345.35,Manual,9.48,5.68,4627.54,Loamy,Zaid,171627.78
F348,Tomato,271.55,Flood,11.98,1.64,5673.85,Silty,Zaid,109296.03
F349,Rice,336.82,Flood,11.79,4.13,2014.37,Sandy,Kharif,38517.79
F350,Rice,124.51,Sprinkler,4.43,2.01,1434.09,Silty,Rabi,47946.33
F351,Tomato,249.93,Manual,12.01,1.97,5359.6,Silty,Kharif,107391.23
F352,Sugarcane,201.53,Rain-fed,9.93,3.34,5020.03,Sandy,Rabi,92351.2
F353,Maize,53.96,Flood,1.95,0.4,481.22,Sandy,Rabi,14546.91
F354,Carrot,316.52,Rain-fed,9.77,5.38,4148.05,Sandy,Rabi,71360.1
F355,Soybean,252.66,Flood,8.67,3.04,2956.83,Loamy,Kharif,110089.54
F356,Sugarcane,144.84,Rain-fed,3.66,2.21,3448.17,Clay,Kharif,59533.98
F357,Soybean,242.11,Manual,11.98,4.54,2248.69,Clay,Rabi,76122.17
F358,Soybean,389.9,Sprinkler,14.89,4.34,2294.65,Sandy,Zaid,57374.41
F359,Sugarcane,402.81,Manual,8.72,3.42,9196.9,Silty,Zaid,145296.22
F360,Wheat,328.27,Drip,4.04,5.91,1844.8,Peaty,Zaid,41449.4
F361,Barley,239.2,Sprinkler,2.82,1.78,1285.67,Sandy,Rabi,33522.6
F362,Soybean,292.12,Manual,5.32,4.23,2173.73,Silty,Kharif,67904.45
F363,Sugarcane,198.66,Drip,3.84,3.74,4105.73,Silty,Rabi,49360.48
F364,Sugarcane,72.01,Flood,1.92,1.09,1540.58,Loamy,Zaid,20508.44
F365,Cotton,198.95,Flood,3.7,1.58,1370.41,Loamy,Kharif,46884.96
F366,Wheat,269.86,Rain-fed,9.51,1.97,1476.24,Clay,Rabi,30633.57
F367,Potato,303.43,Sprinkler,5.6,2.67,4223.9,Clay,Rabi,49448.64
F368,Cotton,468.54,Flood,8.21,5.09,2351.33,Peaty,Zaid,68428.19
F369,Cotton,390.89,Sprinkler,11.28,2.89,3016.96,Peaty,Rabi,106508.07
F370,Tomato,84.48,Flood,3.85,1.43,1395.59,Peaty,Kharif,15615.59
F371,Barley,95.35,Rain-fed,2.74,0.99,665.27,Peaty,Zaid,20730.66
F372,Sugarcane,59.24,Manual,1.57,1.13,1267.66,Silty,Zaid,17098.96
F373,Barley,371.71,Rain-fed,12.31,6.56,2440.85,Silty,Kharif,72195.09
F374,Maize,356.0,Drip,7.22,6.63,2635.77,Clay,Zaid,70620.29
F375,Tomato,493.32,Flood,11.91,4.65,10552.07,Loamy,Rabi,213733.73
F376,Potato,265.79,Drip,4.93,3.62,4548.3,Loamy,Rabi,84849.87
F377,Barley,414.94,Drip,13.64,4.08,4804.04,Sandy,Zaid,183696.97
F378,Rice,292.46,Sprinkler,11.08,2.59,2913.68,Silty,Kharif,89435.93
F379,Soybean,438.3,Flood,16.19,6.18,5368.06,Peaty,Rabi,203243.36
F380,Maize,363.3,Drip,7.34,6.27,2731.17,Peaty,Kharif,73349.18
F381,Wheat,325.01,Manual,13.39,2.08,3303.32,Sandy,Rabi,112671.67
F382,Potato,286.91,Drip,5.81,2.62,4814.45,Loamy,Rabi,86443.92
F383,Maize,364.26,Manual,5.83,2.94,4627.28,Peaty,Zaid,170280.87
F384,Soybean,215.63,Sprinkler,5.17,3.66,1780.86,Loamy,Zaid,57657.8
F385,Tomato,57.32,Drip,1.94,1.09,1236.04,Sandy,Kharif,25332.52
F386,Soybean,29.59,Rain-fed,0.46,0.18,274.86,Loamy,Zaid,9634.41
F387,Cotton,244.72,Sprinkler,8.79,2.62,2453.01,Loamy,Rabi,93830.48
F388,Soybean,303.65,Manual,13.52,5.68,3678.81,Loamy,Rabi,138088.34
F389,Cotton,48.64,Sprinkler,1.06,0.49,591.83,Peaty,Kharif,24257.83
F390,Tomato,150.58,Drip,4.22,2.36,3098.41,Clay,Kharif,59097.07
F391,Carrot,167.8,Flood,3.21,1.09,2213.18,Silty,Rabi,37889.76
F392,Cotton,285.77,Flood,6.99,3.33,1881.14,Loamy,Zaid,62756.42
F393,Wheat,146.46,Manual,1.59,1.84,1100.21,Loamy,Zaid,32753.73
F394,Soybean,56.87,Manual,2.74,0.93,331.5,Loamy,Kharif,7913.91
F395,Soybean,90.78,Flood,2.42,0.85,481.49,Clay,Kharif,11024.26
F396,Wheat,95.23,Manual,3.96,0.85,940.18,Sandy,Rabi,31649.94
F397,Rice,422.92,Sprinkler,6.64,4.04,5134.98,Peaty,Rabi,179417.86
F398,Sugarcane,149.32,Rain-fed,6.35,1.99,2690.54,Clay,Kharif,17089.86
F399,Carrot,360.2,Rain-fed,15.99,6.53,5523.26,Loamy,Rabi,117660.33
F400,Potato,288.24,Sprinkler,11.13,5.03,4542.87,Clay,Kharif,71686.82
F401,Cotton,488.75,Rain-fed,22.55,2.87,5582.15,Clay,Kharif,223355.4
F402,Wheat,143.68,Drip,2.4,2.61,901.19,Clay,Zaid,22724.17
F403,Tomato,87.6,Sprinkler,2.55,0.56,1682.91,Sandy,Kharif,28503.56
F404,Cotton,35.5,Manual,1.24,0.4,426.41,Silty,Rabi,17336.36
F405,Sugarcane,128.07,Sprinkler,4.33,2.11,2626.93,Peaty,Zaid,30482.4
F406,Tomato,345.19,Flood,15.34,2.15,7145.9,Sandy,Zaid,136942.47
F407,Maize,51.78,Manual,0.96,0.29,642.64,Sandy,Rabi,23453.76
F408,Soybean,129.9,Flood,2.21,1.29,823.08,Silty,Rabi,22666.18
F409,Maize,429.1,Manual,8.64,6.84,5695.65,Sandy,Rabi,213267.91
F410,Cotton,295.65,Rain-fed,13.5,3.79,3172.86,Clay,Kharif,125281.77
F411,Sugarcane,44.07,Sprinkler,2.1,0.5,835.39,Clay,Zaid,6831.29
F412,Carrot,33.36,Drip,1.09,0.57,444.01,Loamy,Kharif,7485.51
F413,Cotton,39.95,Manual,1.2,0.66,363.57,Sandy,Kharif,13982.09
F414,Wheat,471.52,Manual,16.13,7.92,5805.67,Loamy,Kharif,214054.01
F415,Barley,426.44,Flood,14.78,5.07,2690.91,Peaty,Kharif,75877.73
F416,Cotton,424.02,Rain-fed,7.13,2.24,4188.59,Clay,Zaid,166420.56
F417,Soybean,462.87,Flood,17.34,3.51,3301.2,Peaty,Zaid,96396.15
F418,Soybean,257.58,Flood,7.24,4.15,2923.41,Silty,Kharif,108739.62
F419,Cotton,131.2,Rain-fed,4.03,2.14,1260.06,Clay,Rabi,48986.62
F420,Tomato,206.66,Drip,2.32,4.05,3877.82,Peaty,Zaid,63891.91
F421,Barley,362.24,Flood,14.7,2.84,3633.31,Silty,Kharif,130388.2
F422,Wheat,439.26,Flood,19.07,3.01,5428.49,Peaty,Rabi,197919.18
F423,Cotton,223.19,Manual,7.76,1.58,1640.12,Silty,Rabi,56818.71
F424,Tomato,272.34,Rain-fed,10.88,2.12,5697.36,Silty,Kharif,111031.68
F425,Soybean,466.57,Sprinkler,14.42,6.03,2887.96,Clay,Zaid,76313.8
F426,Soybean,62.67,Drip,2.18,1.23,667.39,Loamy,Rabi,23845.97
F427,Sugarcane,432.53,Drip,11.15,5.99,10268.18,Silty,Zaid,173124.38
F428,Cotton,88.06,Rain-fed,3.67,1.13,685.89,Silty,Zaid,24410.34
F429,Barley,247.09,Manual,7.1,3.73,2716.41,Clay,Rabi,103148.3
F430,Rice,117.03,Manual,4.35,0.71,1199.08,Loamy,Kharif,37781.26
F431,Barley,305.44,Rain-fed,10.65,5.26,3701.18,Sandy,Rabi,144936.32
F432,Soybean,283.7,Manual,10.81,4.17,1639.89,Sandy,Rabi,41132.83
F433,Soybean,196.2,Drip,8.12,1.48,1205.7,Loamy,Zaid,29887.42
F434,Maize,433.02,Drip,13.21,6.26,5330.51,Peaty,Kharif,189216.61
F435,Soybean,333.31,Sprinkler,14.17,4.65,3915.46,Clay,Zaid,145637.33
F436,Wheat,363.39,Rain-fed,10.86,2.17,3267.24,Loamy,Rabi,104834.49
F437,Potato,83.82,Flood,4.05,0.75,1720.12,Sandy,Kharif,40703.31
F438,Cotton,442.75,Flood,17.76,4.81,4318.32,Silty,Kharif,164595.29
F439,Barley,91.85,Sprinkler,1.55,0.8,1144.59,Sandy,Kharif,45294.87
F440,Potato,119.16,Sprinkler,5.15,1.03,2043.52,Silty,Kharif,37293.54
F441,Tomato,72.75,Manual,2.33,0.99,1184.22,Clay,Kharif,13141.41
F442,Rice,225.78,Sprinkler,11.15,2.72,2143.51,Silty,Rabi,62710.92
F443,Wheat,444.98,Sprinkler,17.24,6.68,5877.66,Loamy,Rabi,219015.6
F444,Barley,133.7,Flood,1.79,2.59,1009.73,Silty,Rabi,33179.56
F445,Potato,193.14,Manual,4.98,2.88,3914.5,Peaty,Zaid,93248.86
F446,Rice,424.57,Sprinkler,13.03,5.83,5167.26,Loamy,Kharif,177814.61
F447,Maize,312.73,Sprinkler,13.62,5.54,2865.29,Clay,Kharif,86576.82
F448,Wheat,378.29,Manual,14.82,5.48,3641.03,Loamy,Rabi,119823.4
F449,Wheat,114.86,Rain-fed,2.85,0.86,1146.91,Peaty,Kharif,39394.19
F450,Maize,361.08,Manual,13.05,3.51,3905.46,Clay,Zaid,132265.94
F451,Cotton,121.53,Flood,4.02,1.94,580.93,Sandy,Kharif,15881.4
F452,Maize,493.78,Rain-fed,7.43,7.94,6315.9,Peaty,Kharif,233774.67
F453,Wheat,284.34,Drip,5.51,5.63,2815.5,Clay,Zaid,96335.79
F454,Wheat,350.86,Manual,8.3,5.05,4419.17,Silty,Rabi,165768.74
F455,Potato,68.02,Flood,1.21,1.26,1204.05,Loamy,Rabi,23993.56
F456,Soybean,132.82,Rain-fed,2.13,0.77,1087.64,Clay,Kharif,36181.38
F457,Rice,78.47,Manual,0.97,1.06,791.29,Loamy,Zaid,25642.69
F458,Maize,201.18,Sprinkler,9.04,3.78,2478.39,Silty,Rabi,86871.36
F459,Rice,149.23,Manual,3.22,1.39,1225.68,Clay,Rabi,34389.31
F460,Maize,369.13,Drip,7.98,2.7,4843.98,Sandy,Rabi,178137.16
F461,Tomato,63.27,Manual,1.15,0.65,1158.61,Peaty,Kharif,18118.65
F462,Wheat,378.51,Rain-fed,10.98,6.39,4822.73,Clay,Zaid,182628.67
F463,Soybean,32.4,Rain-fed,0.99,0.2,386.86,Silty,Kharif,14652.51
F464,Potato,108.99,Manual,2.0,1.53,2038.74,Clay,Rabi,44365.48
F465,Soybean,398.06,Rain-fed,13.67,2.8,3448.47,Loamy,Zaid,114234.13
F466,Soybean,373.96,Sprinkler,14.55,4.31,3628.29,Clay,Kharif,125193.79
F467,Soybean,243.4,Manual,6.07,4.74,2790.67,Sandy,Rabi,105930.45
F468,Rice,34.49,Sprinkler,1.15,0.27,349.61,Clay,Rabi,10955.28
F469,Maize,308.85,Sprinkler,9.29,1.7,3545.49,Peaty,Kharif,122080.12
F470,Carrot,209.29,Flood,3.73,2.39,3544.12,Clay,Rabi,87121.82
F471,Tomato,165.1,Manual,6.47,2.26,3119.93,Loamy,Rabi,50394.44
F472,Barley,323.8,Rain-fed,13.62,3.06,2916.82,Clay,Zaid,101835.16
F473,Soybean,223.94,Sprinkler,8.05,2.94,1462.54,Sandy,Rabi,40115.45
F474,Cotton,55.29,Flood,1.27,1.07,338.0,Silty,Kharif,10940.93
F475,Rice,458.82,Manual,21.6,4.44,5972.45,Clay,Zaid,211962.44
F476,Potato,391.46,Manual,11.04,3.77,7582.39,Clay,Kharif,170728.88
F477,Barley,37.63,Drip,0.78,0.46,180.2,Peaty,Rabi,3914.88
F478,Carrot,267.28,Drip,7.04,3.4,4708.84,Sandy,Zaid,119676.55
F479,Cotton,50.86,Sprinkler,1.92,0.26,230.79,Silty,Zaid,5598.83
F480,Carrot,420.27,Drip,18.42,5.98,6120.94,Loamy,Zaid,119068.18
F481,Barley,310.38,Sprinkler,7.53,6.2,1608.9,Clay,Zaid,39409.51
F482,Soybean,94.5,Rain-fed,1.82,0.89,1185.68,Silty,Kharif,46071.55
F483,Cotton,20.16,Sprinkler,0.71,0.29,244.29,Loamy,Rabi,9858.38
F484,Carrot,25.47,Drip,1.19,0.13,401.65,Sandy,Rabi,8772.17
F485,Potato,258.61,Rain-fed,4.48,3.64,4035.36,Sandy,Zaid,66432.01
F486,Maize,369.84,Drip,15.58,4.33,3623.64,Silty,Rabi,112727.08
F487,Wheat,69.21,Sprinkler,2.01,0.9,787.77,Loamy,Kharif,28025.23
F488,Maize,118.43,Flood,4.97,1.56,869.5,Sandy,Rabi,22415.94
F489,Barley,170.36,Manual,5.15,1.3,1404.19,Silty,Kharif,47136.01
F490,Rice,116.86,Drip,2.93,1.93,1350.79,Sandy,Kharif,46147.95
F491,Wheat,201.75,Sprinkler,7.64,2.69,1700.01,Sandy,Rabi,52084.44
F492,Tomato,284.21,Rain-fed,13.08,2.57,4259.48,Sandy,Kharif,32058.65
F493,Potato,345.62,Drip,7.88,6.59,5790.66,Peaty,Kharif,104707.96
F494,Tomato,482.25,Drip,13.71,2.5,9992.77,Loamy,Kharif,190471.55
F495,Cotton,466.11,Manual,8.94,7.41,5551.54,Silty,Kharif,228734.23
F496,Wheat,289.36,Sprinkler,5.02,3.1,1577.86,Silty,Zaid,33224.12
F497,Tomato,369.73,Flood,15.2,4.75,7087.71,Loamy,Rabi,116824.05
F498,Tomato,475.93,Rain-fed,8.58,4.46,8655.03,Loamy,Zaid,133247.99
F499,Carrot,50.9,Sprinkler,2.12,0.5,653.27,Loamy,Kharif,10026.5
F500,Maize,12.76,Rain-fed,0.35,0.07,135.32,Loamy,Rabi,4531.51
F501,Carrot,24.6,Drip,1.23,0.39,300.38,Clay,Kharif,4070.36
F502,Wheat,286.04,Manual,5.12,4.48,2107.29,Silty,Rabi,61082.92
F503,Wheat,383.79,Manual,5.27,5.69,4317.38,Clay,Zaid,158390.6
F504,Barley,189.87,Flood,2.47,3.45,1555.56,Sandy,Rabi,53953.42
F505,Carrot,277.17,Manual,12.03,5.13,5169.48,Sandy,Kharif,137881.88
F506,Sugarcane,263.02,Drip,7.24,3.51,5489.67,Silty,Rabi,66960.63
F507,Maize,56.44,Flood,0.57,0.86,508.01,Sandy,Rabi,16101.94
F508,Wheat,167.58,Sprinkler,7.54,0.87,1309.87,Loamy,Zaid,36884.49
F509,Barley,19.52,Manual,0.88,0.35,129.79,Clay,Kharif,3797.61
F510,Carrot,64.25,Flood,2.71,1.11,1170.85,Loamy,Rabi,30125.66
F511,Maize,407.81,Drip,8.13,2.16,4658.89,Sandy,Zaid,162932.81
F512,Carrot,416.41,Rain-fed,10.37,5.47,5524.58,Clay,Rabi,97174.47
F513,Tomato,402.95,Rain-fed,16.04,7.49,8201.65,Loamy,Kharif,153147.55
F514,Barley,366.14,Drip,10.83,2.83,4591.3,Silty,Rabi,178059.38
F515,Maize,398.72,Drip,6.44,4.1,2436.49,Loamy,Rabi,51682.19
F516,Soybean,338.78,Rain-fed,6.68,3.38,2318.56,Sandy,Rabi,69721.8
F517,Cotton,338.22,Flood,16.54,3.5,2017.42,Clay,Rabi,60957.57
F518,Cotton,337.01,Rain-fed,5.41,1.9,3720.46,Silty,Kharif,150950.03
F519,Maize,261.88,Drip,10.22,2.41,1845.82,Clay,Zaid,44958.71
F520,Carrot,188.04,Manual,5.48,1.77,2470.72,Silty,Zaid,41976.28
F521,Barley,367.8,Sprinkler,14.69,6.62,3367.71,Clay,Rabi,116791.43
F522,Cotton,156.34,Manual,5.7,1.61,1428.83,Sandy,Kharif,54473.55
F523,Barley,276.02,Manual,7.61,3.23,3075.13,Silty,Kharif,116832.82
F524,Cotton,222.34,Drip,5.37,2.38,1665.29,Peaty,Kharif,58460.82
F525,Tomato,145.54,Rain-fed,5.85,0.99,2766.07,Clay,Kharif,45657.13
F526,Carrot,487.6,Flood,11.18,9.68,8941.35,Clay,Kharif,237062.78
F527,Tomato,136.79,Manual,5.68,2.38,2348.49,Loamy,Kharif,29949.07
F528,Cotton,161.55,Rain-fed,6.01,2.12,1005.34,Silty,Rabi,32187.57
F529,Soybean,89.18,Flood,2.95,1.08,945.57,Peaty,Zaid,34265.68
F530,Soybean,413.26,Manual,10.23,6.09,4509.87,Sandy,Zaid,168798.12
F531,Tomato,297.43,Flood,5.41,2.94,5351.98,Loamy,Rabi,79089.76
F532,Soybean,310.39,Rain-fed,11.92,1.79,2055.99,Peaty,Zaid,57481.47
F533,Cotton,412.08,Sprinkler,5.63,4.56,4276.28,Silty,Kharif,169597.36
F534,Maize,178.03,Rain-fed,8.69,3.52,1948.59,Peaty,Kharif,65550.37
F535,Tomato,104.88,Drip,5.15,0.81,2297.91,Clay,Zaid,47247.68
F536,Rice,107.22,Flood,1.63,1.38,1321.74,Clay,Kharif,46932.87
F537,Carrot,368.98,Sprinkler,5.22,1.89,4549.36,Loamy,Kharif,67183.84
F538,Soybean,310.92,Flood,8.24,2.12,3594.28,Silty,Zaid,134606.81
F539,Soybean,111.11,Flood,5.39,1.53,720.89,Silty,Rabi,18895.75
F540,Wheat,81.08,Manual,2.11,0.77,976.17,Peaty,Zaid,36120.56
F541,Sugarcane,69.14,Drip,1.7,1.28,1651.9,Loamy,Zaid,28216.68
F542,Tomato,317.62,Flood,12.12,3.52,6143.04,Silty,Zaid,104162.15
F543,Potato,10.06,Rain-fed,0.17,0.08,177.63,Clay,Zaid,3589.63
F544,Soybean,18.98,Rain-fed,0.47,0.25,107.2,Peaty,Rabi,2687.67
F545,Carrot,200.88,Manual,4.35,3.4,2181.87,Sandy,Rabi,23292.97
F546,Rice,348.76,Drip,11.88,1.85,2947.66,Clay,Kharif,81002.88
F547,Soybean,350.57,Drip,5.79,4.41,4022.99,Loamy,Kharif,150240.79
F548,Rice,220.76,Rain-fed,7.05,3.66,2071.17,Silty,Zaid,63206.14
F549,Cotton,348.63,Sprinkler,15.44,2.28,2144.71,Clay,Kharif,66015.0
F550,Cotton,265.34,Manual,8.11,4.92,2861.74,Sandy,Rabi,115108.44
F551,Sugarcane,488.7,Manual,18.25,4.38,9534.87,Sandy,Kharif,93561.37
F552,Maize,89.61,Rain-fed,1.17,0.68,1065.89,Loamy,Kharif,38189.64
F553,Potato,304.33,Rain-fed,8.51,4.21,4941.05,Clay,Kharif,85574.25
F554,Wheat,250.71,Sprinkler,3.46,1.91,2212.6,Peaty,Zaid,71551.27
F555,Sugarcane,105.29,Sprinkler,3.58,1.6,2099.24,Clay,Kharif,22014.55
F556,Barley,377.5,Drip,8.02,4.66,4474.93,Sandy,Rabi,173674.12
F557,Wheat,145.0,Manual,3.12,0.96,852.92,Loamy,Rabi,19649.4
F558,Tomato,197.04,Manual,2.58,3.68,3098.17,Loamy,Rabi,31085.18
F559,Carrot,193.67,Rain-fed,4.34,2.92,3036.9,Peaty,Rabi,68626.65
F560,Barley,129.66,Drip,3.92,1.71,1505.81,Loamy,Kharif,57056.46
F561,Barley,221.05,Manual,7.38,2.35,1213.29,Loamy,Zaid,30544.19
F562,Sugarcane,241.94,Drip,3.06,1.7,5702.58,Loamy,Rabi,95203.4
F563,Maize,374.67,Drip,13.51,5.85,4346.8,Loamy,Rabi,148745.17
F564,Sugarcane,384.88,Rain-fed,11.38,6.62,8585.6,Loamy,Zaid,128015.79
F565,Tomato,87.69,Drip,2.76,0.6,1632.39,Sandy,Zaid,25842.19
F566,Soybean,300.46,Sprinkler,13.01,3.73,2288.87,Clay,Rabi,68635.25
F567,Soybean,449.14,Sprinkler,10.64,5.51,3478.29,Silty,Rabi,108055.48
F568,Maize,63.31,Flood,1.07,0.65,685.62,Loamy,Zaid,23408.67
F569,Tomato,241.73,Rain-fed,7.75,4.07,3676.28,Silty,Rabi,30485.49
F570,Maize,377.67,Flood,18.05,2.45,3921.16,Silty,Rabi,126132.97
F571,Rice,309.63,Sprinkler,9.51,2.5,2458.89,Sandy,Kharif,65484.7
F572,Soybean,59.29,Flood,2.57,0.3,521.37,Loamy,Zaid,16994.16
F573,Barley,204.34,Rain-fed,8.23,2.16,1886.5,Silty,Kharif,66121.79
F574,Potato,258.55,Rain-fed,7.95,2.42,5117.44,Loamy,Kharif,117448.69
F575,Carrot,497.96,Drip,17.88,8.97,7676.52,Peaty,Zaid,165139.89
F576,Tomato,97.52,Manual,2.56,1.58,1604.06,Peaty,Kharif,18612.64
F577,Wheat,491.39,Drip,15.34,3.08,2922.12,Peaty,Rabi,64756.92
F578,Maize,194.31,Rain-fed,5.89,3.13,2036.38,Silty,Kharif,68164.24
F579,Carrot,108.16,Sprinkler,4.15,1.64,1638.79,Peaty,Zaid,34396.03
F580,Wheat,212.91,Sprinkler,5.62,1.96,2247.92,Sandy,Rabi,78505.27
F581,Carrot,310.86,Drip,4.35,1.63,4442.59,Sandy,Rabi,88208.53
F582,Potato,114.61,Rain-fed,4.76,0.77,2222.73,Silty,Rabi,49289.67
F583,Wheat,152.81,Sprinkler,5.71,1.34,1945.87,Loamy,Rabi,71523.79
F584,Sugarcane,428.73,Rain-fed,20.58,7.4,7752.4,Clay,Kharif,49733.18
F585,Cotton,499.51,Sprinkler,13.56,5.98,5107.01,Loamy,Kharif,198624.31
F586,Sugarcane,165.9,Rain-fed,2.18,3.12,2958.08,Loamy,Rabi,18923.78
F587,Soybean,82.94,Flood,1.23,1.4,693.31,Loamy,Zaid,23060.48
F588,Cotton,398.65,Rain-fed,16.32,3.71,3186.19,Loamy,Rabi,113473.3
F589,Sugarcane,304.22,Rain-fed,3.87,5.38,7011.86,Clay,Kharif,115144.67
F590,Cotton,59.2,Drip,2.74,0.4,429.14,Peaty,Rabi,14264.08
F591,Cotton,473.92,Flood,10.08,2.63,5104.44,Loamy,Kharif,203007.78
F592,Barley,48.24,Manual,2.22,0.68,361.26,Sandy,Rabi,11440.92
F593,Maize,316.42,Drip,12.95,3.2,2660.27,Silty,Zaid,74994.9
F594,Maize,217.73,Manual,9.76,2.16,1613.6,Silty,Rabi,41173.53
F595,Barley,282.75,Sprinkler,5.25,4.33,2839.76,Sandy,Zaid,105618.98
F596,Carrot,114.47,Manual,3.87,2.03,1295.86,Loamy,Zaid,14954.42
F597,Rice,347.17,Rain-fed,4.77,3.41,2924.9,Clay,Rabi,85134.74
F598,Carrot,480.26,Manual,8.69,4.74,6099.45,Peaty,Zaid,99297.33
F599,Wheat,234.63,Drip,5.25,3.05,1652.92,Silty,Zaid,44986.35
F600,Wheat,266.25,Drip,10.55,3.94,1552.38,Peaty,Kharif,33119.67
F601,Cotton,127.51,Manual,1.4,1.03,705.99,Clay,Kharif,22460.9
F602,Sugarcane,447.02,Drip,20.62,8.35,9589.77,Silty,Zaid,124492.76
F603,Sugarcane,485.88,Drip,6.23,7.2,10528.02,Peaty,Rabi,146489.79
F604,Maize,395.29,Manual,9.91,5.68,2981.79,Clay,Zaid,82141.06
F605,Tomato,275.96,Flood,3.65,5.12,5456.32,Peaty,Rabi,99372.13
F606,Carrot,478.83,Flood,19.52,8.91,6467.37,Loamy,Kharif,112198.27
F607,Soybean,85.39,Sprinkler,1.34,0.6,664.49,Clay,Rabi,21081.79
F608,Potato,244.46,Drip,11.1,1.75,4682.05,Peaty,Zaid,100974.35
F609,Sugarcane,273.43,Manual,8.53,4.49,6044.4,Loamy,Zaid,87711.68
F610,Potato,251.04,Drip,12.03,4.86,5156.56,Loamy,Zaid,120817.55
F611,Cotton,403.18,Rain-fed,8.71,6.05,2786.95,Clay,Zaid,98264.43
F612,Potato,338.5,Drip,9.54,3.78,6534.56,Sandy,Zaid,145938.49
F613,Soybean,72.06,Drip,2.72,1.1,790.03,Silty,Rabi,28488.89
F614,Barley,179.76,Flood,7.78,1.52,2141.39,Clay,Zaid,81984.66
F615,Soybean,176.15,Manual,4.73,3.52,2205.24,Loamy,Kharif,85029.39
F616,Potato,287.16,Drip,13.12,3.29,3728.08,Loamy,Zaid,29597.73
F617,Soybean,152.81,Flood,2.25,2.9,835.47,Clay,Rabi,20678.74
F618,Rice,67.46,Sprinkler,2.59,0.77,751.34,Sandy,Zaid,24943.53
F619,Cotton,330.3,Flood,7.9,6.25,2400.08,Silty,Zaid,84584.36
F620,Carrot,427.01,Flood,6.0,4.29,7325.46,Peaty,Rabi,182610.03
F621,Barley,466.49,Flood,11.88,7.65,2201.99,Clay,Zaid,48884.18
F622,Sugarcane,486.56,Drip,22.0,9.37,11852.54,Silty,Rabi,205714.62
F623,Wheat,392.75,Drip,19.33,5.77,2553.5,Silty,Zaid,60521.09
